genre,movie,top_50_rank
Talk-Show,tt13508876,39
Talk-Show,tt3503318,40
Talk-Show,tt3859018,41
Talk-Show,tt6380664,42
Talk-Show,tt4599906,43
Talk-Show,tt21905914,44
Talk-Show,tt4931176,45
Talk-Show,tt11121646,46
Talk-Show,tt13390456,47
Talk-Show,tt15057346,48
Talk-Show,tt12881432,49
Talk-Show,tt3027260,50
Game-Show,tt25762168,1
Game-Show,tt27642577,2
Game-Show,tt18884646,3
Game-Show,tt21103266,4
Game-Show,tt27663764,5
Game-Show,tt26253246,6
Game-Show,tt18568152,7
Game-Show,tt5821852,8
Game-Show,tt15699212,9
Game-Show,tt3828854,10
Game-Show,tt12775974,11
Game-Show,tt4473300,12
Game-Show,tt27528048,13
Game-Show,tt11805352,14
Game-Show,tt13592272,15
Game-Show,tt11286102,16
Game-Show,tt0192410,17
Game-Show,tt12861980,18
Game-Show,tt10646406,19
Game-Show,tt8821304,20
Game-Show,tt14403150,21
Game-Show,tt13398398,22
Game-Show,tt18951988,23
Game-Show,tt13068730,24
Reality-TV,tt27714117,1
Reality-TV,tt22525076,2
Reality-TV,tt14681742,3
Reality-TV,tt3655682,4
Reality-TV,tt21254218,5
Reality-TV,tt15015890,6
Reality-TV,tt26388653,7
Reality-TV,tt15270666,8
Reality-TV,tt7435012,9
Reality-TV,tt12446654,10
Reality-TV,tt15047258,11
Reality-TV,tt27353917,12
Reality-TV,tt13879398,13
Reality-TV,tt21353192,14
Reality-TV,tt6366422,15
Reality-TV,tt13381246,16
Reality-TV,tt13551506,17
Reality-TV,tt27665957,18
Reality-TV,tt12083062,19
Reality-TV,tt27454929,20
Reality-TV,tt13551480,21
Reality-TV,tt4268970,22
Reality-TV,tt8997090,23
Reality-TV,tt4449346,24
Reality-TV,tt13550848,25
Reality-TV,tt10948038,26
Reality-TV,tt8036286,27
Reality-TV,tt21240028,28
Reality-TV,tt2668670,29
Reality-TV,tt13583238,30
Reality-TV,tt6353262,31
Reality-TV,tt21881612,32
Reality-TV,tt13465770,33
Reality-TV,tt6340344,34
Reality-TV,tt19394856,35
Reality-TV,tt4712976,36
Reality-TV,tt13545226,37
Reality-TV,tt14530814,38
Reality-TV,tt22037106,39
Reality-TV,tt2162595,40
Reality-TV,tt13551440,41
Reality-TV,tt27642577,42
Reality-TV,tt8111654,43
Reality-TV,tt6332132,44
Reality-TV,tt3384176,45
Reality-TV,tt13752144,46
Reality-TV,tt13550894,47
Reality-TV,tt13550866,48
Reality-TV,tt3531586,49
Reality-TV,tt13550798,50
Adult,tt0114436,1
Adult,tt0104014,2
Adult,tt2258753,3
Adult,tt7982798,4
Adult,tt27449925,5
Adult,tt8409758,6
Adult,tt5599476,7
Adult,tt1552644,8
Adult,tt0308160,9
Adult,tt6546296,10
Adult,tt8862888,11
Adult,tt14962224,12
Adult,tt6551270,13
Adult,tt14852596,14
Adult,tt10686212,15
Adult,tt0280470,16
Adult,tt7534048,17
Adult,tt6263852,18
Adult,tt13411306,19
Adult,tt4053702,20
Adult,tt8865024,21
Adult,tt10686274,22
Adult,tt10685752,23
Adult,tt1523571,24
Adult,tt13862030,25
Adult,tt6548734,26
Adult,tt13882320,27
Adult,tt4052968,28
Adult,tt1773064,29
Adult,tt14260574,30
Adult,tt2778220,31
Adult,tt10691366,32
Adult,tt23180360,33
Adult,tt0967475,34
Adult,tt7531560,35
Adult,tt6071554,36
Adult,tt13584112,37
Adult,tt8839532,38
Adult,tt7145222,39
Adult,tt10687632,40
Adult,tt13888844,41
Adult,tt13889078,42
Adult,tt13953490,43
Adult,tt10959260,44
Adult,tt6071526,45
Adult,tt10686240,46
Adult,tt6545510,47
Adult,tt6074176,48
Adult,tt8858536,49
Adult,tt6071540,50
